catalogNumber,createdBy,placeName,flagNotes,createdOn,associatedMedia,locationLat,locationLon,fromDate,rank,scientificName,commonName,state,district,observedInMonth
1828875,Gaurav Soman,"Dr. Chintamani Deshmukh Garden, Mahatma Phule Road, Hanuman Chowk, Mulund East, Mumbai, Maharashtra 400081, India",,05/09/2019,/4b71cacd-a287-4860-be50-1161e1530a70/217.jpg,19.17270088,72.95996094,05/09/2019,species,Junonia atlites Linnaeus 1763,Grey Pansy:English,MAHARASHTRA,Mumbai Suburban,September
1828874,Gaurav Soman,"Dr. Chintamani Deshmukh Garden, Mahatma Phule Road, Hanuman Chowk, Mulund East, Mumbai, Maharashtra 400081, India",,05/09/2019,/6b385740-4d1d-4569-b656-ff4369418644/185.jpg,19.17270088,72.95996094,05/09/2019,species,Junonia almana Linnaeus 1758,Peacock Pansy:English,MAHARASHTRA,Mumbai Suburban,September
1828873,Gaurav Soman,"Dr. Chintamani Deshmukh Garden, Mahatma Phule Road, Hanuman Chowk, Mulund East, Mumbai, Maharashtra 400081, India",,05/09/2019,/7d0a8ec0-7763-4106-8ac0-308a108d4e71/302.jpg,19.17270088,72.95996094,05/09/2019,species,Danaus genutia Cramer 1779,Striped Tiger:English,MAHARASHTRA,Mumbai Suburban,September
323578,Anand Amembal,"Kanheri Caves, Sanjay Gandhi National Park, Borivali East, Mumbai, Maharashtra 400066, India",,06/07/2013,/be89213d-5c14-4ed3-8361-b689a45ac6f4/872.JPG,19.20811844,72.90619659,14/09/2012,species,Spindasis vulcanus (Fabricius 1775),Common Silverline:English,MAHARASHTRA,Mumbai Suburban,September
1830323,Abhijit Juvekar,"Dombivli, Maharashtra, India",,20/10/2019,/70d054a8-1114-4a64-9b9e-013fe6200ced/110.jpg,19.20940018,73.09394836,23/09/2019,species,Melanitis leda Linnaeus 1758,Common Evening Brown:English,MAHARASHTRA,Thane,September
327105,Ravi Vaidyanathan,"National Park - Kanheri Caves Road, Sanjay Gandhi National Park, Borivali East, Mumbai, Maharashtra 400101, India",,26/08/2013,/5ace0f0e-977e-410c-b8d3-c6532e09a206/589.jpg,19.21470642,72.91062164,21/09/2006,species,Danaus genutia Cramer 1779,Striped Tiger On Crotalaria:English,MAHARASHTRA,Mumbai Suburban,September
15579995,NIKET ALASHI,"Dombivli East, Dombivli, Maharashtra, India",,14/09/2020,/87cd465d-10d3-484f-80ad-14456d2b1661/18272.jpg,19.2161427,73.0989616,04/09/2020,species,Leptosia nina (Fabricius 1793),Psyche:English,MAHARASHTRA,Thane,September
15579980,NIKET ALASHI,"Dombivli East, Dombivli, Maharashtra, India",,14/09/2020,/1081952f-3f7b-44aa-8335-fe893477d85a/18270.jpg,19.2161427,73.0989616,04/09/2020,species,Papilio polymnestor Cramer (1775),Blue Mormon:English,MAHARASHTRA,Thane,September
15640368,Saakshi Punja,"Western Express Hwy, Borivali East, Mumbai, Maharashtra 400066, India",,16/09/2020,/ff8f7684-d1ad-4b7f-a74e-a254b43c1f58/20041.jpg,19.2288092,72.9181784,21/09/2019,species,Hypolimnas misippus Linnaeus 1764,Danaid Eggfly:English,MAHARASHTRA,Thane,September
1829176,Anand Amembal,"Sanjay Gandhi National Park, Abhinav Nagar, मुम्बई, महाराष्ट्र 400066, India",,15/09/2019,/425c8a24-f004-4479-9523-4f92362ff1d5/474.JPG,19.23277855,72.87179565,14/09/2012,species,Spindasis vulcanus (Fabricius 1775),Common Silverline:English,MAHARASHTRA,Mumbai Suburban,September
1736243,Pratik chorge,"Yeoor, Thane",,01/12/2016,/bd7be425-04f0-4803-b4fb-8a0ad6c84f07/680.JPG,19.23376465,72.94458008,25/09/2014,species,Charaxes athamas Drury 1770,Common Nawab:English,MAHARASHTRA,Thane,September
1770291,Siddharth Waradkar,"Nagla Block, Ghodbunder, Mira Bhayandar, Maharashtra 401107, India",,17/03/2018,/19a4c538-daa2-4b02-8426-b98e6e5919f9/980.jpg,19.29364586,72.91454315,12/09/2016,species,Spalgis epeus (Westwood (1851)),Apefly:English,MAHARASHTRA,Palghar,September
1769728,Siddharth Waradkar,"Nagla Block, Ghodbunder, Mira Bhayandar, Maharashtra 401107, India",,09/03/2018,/83629170-94fa-47a1-86e0-3efbdb0ba497/942.jpg,19.29640007,72.91488647,09/09/2016,species,Loxura atymnus (Cramer (1780)),Yamfly:null,MAHARASHTRA,Palghar,September
1752109,Siddharth Waradkar,"Vasai creek railway bridge, Vasai, India",,11/10/2017,/33db5a7a-4492-45e5-8620-c4d2633cc3d7/895.jpg,19.30976677,72.90934753,09/09/2017,species,Surendra quercetorum (Moore 1857),Common Acacia Blue:English,MAHARASHTRA,Palghar,September
15612032,Amruta,"Tungareshwar Rd, Thane, Maharashtra 401303, India",,15/09/2020,/0ac041ae-6b6e-4639-8f53-72884c34f7b2/19632.jpg,19.4164101,72.901537,03/09/2016,species,Symphaedra nais Forster 1771,Baronet:English,MAHARASHTRA,Palghar,September
331444,Ravi Vaidyanathan,"Kaldurg, Chahade, Maharashtra 401404",,14/11/2013,/0338e1ea-a8ff-4d48-83f1-4c903b295293/675.jpg,19.69111061,72.8172226,08/09/2012,species,Talicada nyseus (Guérin-Méneville (1843)),Red Pierrot:English,MAHARASHTRA,Palghar,September
15814372,Surabhee Kokane,"Sinnar, Maharashtra, India",,22/09/2020,/a43f4108-7045-44d2-86ae-7755a2bd3904/27017.jpg,19.8479813,73.9889645,21/09/2020,species,Belenois aurota (Fabricius 1793),Pioneer:English,MAHARASHTRA,Nashik,September
15810082,Pratiksha,"Nashik, Maharashtra",,22/09/2020,/7a8bc1aa-0e7f-4a0e-a362-665d77836323/26864.JPG,19.8586055,73.7477857,16/09/2020,species,Mycalesis perseus Fabricius 1775,Common Bushbrown:English,MAHARASHTRA,Nashik,September
15810550,Pratiksha,"Nashik, Maharashtra, India",,22/09/2020,/bb58d307-ea18-4db0-ae3a-20a4be429139/26904.JPG,19.9974533,73.7898023,18/09/2020,species,Kallima horsfieldii Kollar 1848,Blue Oakleaf:English,MAHARASHTRA,Nashik,September
15810541,Pratiksha,"Nashik, Maharashtra, India",,22/09/2020,/7be996c4-b189-4c67-94f8-d6bcd52b7493/26903.JPG,19.9974533,73.7898023,16/09/2020,species,Catopsilia pyranthe (Linnaeus 1758),,MAHARASHTRA,Nashik,September
15810513,Pratiksha,"Nashik, Maharashtra, India",,22/09/2020,/caa28d8b-9ac9-4427-ba49-a930e792b971/26901.JPG,19.9974533,73.7898023,16/09/2020,species,Jamides alecto (C. Felder 1860),Metallic Cerulean:English,MAHARASHTRA,Nashik,September
15810409,Pratiksha,"Nashik, Maharashtra, India",,22/09/2020,/df2a0abd-2320-43f4-ae11-bfa975734cda/26891.JPG,19.9974533,73.7898023,16/09/2020,species,Caleta decidia Hewitson 1876,Angled Pierrot:English,MAHARASHTRA,Nashik,September
15810380,Pratiksha,"Nashik, Maharashtra, India",,22/09/2020,/6a44cdd7-5866-4c43-952c-ceed81b9f0de/26888.JPG,19.9974533,73.7898023,16/09/2020,species,Junonia iphita Cramer 1782,Chocolate Pansy:English,MAHARASHTRA,Nashik,September
15810317,Pratiksha,"Nashik, Maharashtra, India",,22/09/2020,/5cfcb506-c5af-46b7-a54f-47c337341b81/26885.JPG,19.9974533,73.7898023,16/09/2020,species,Melanitis leda Linnaeus 1758,Common Evening Brown:English,MAHARASHTRA,Nashik,September
15810274,Pratiksha,"Nashik, Maharashtra, India",,22/09/2020,/fa948119-a2e7-429e-ae6d-e6e58e92f145/26882.JPG,19.9974533,73.7898023,16/09/2020,species,Ypthima baldus Fabricius 1775,Common Five Ring:English,MAHARASHTRA,Nashik,September
15810200,Pratiksha,"Nashik, Maharashtra, India",,22/09/2020,/d395efd9-571c-485a-9322-9d8c5f29970c/26876.JPG,19.9974533,73.7898023,16/09/2020,species,Junonia orithya Linnaeus 1764,Blue Pansy:English,MAHARASHTRA,Nashik,September
15810171,Pratiksha,"Nashik, Maharashtra, India",,22/09/2020,/ec69dfcd-fd49-47a0-a980-988e3802eb24/26873.JPG,19.9974533,73.7898023,16/09/2020,species,Eurema laeta (Boisduval 1836),Spotless Grass-yellow:English,MAHARASHTRA,Nashik,September
15810151,Pratiksha,"Nashik, Maharashtra, India",,22/09/2020,/01ecc5d7-3a7e-4d09-840d-dd1c5afe8823/26871.JPG,19.9974533,73.7898023,16/09/2020,species,Ypthima baldus Fabricius 1775,Common Five Ring:English,MAHARASHTRA,Nashik,September
15810121,Pratiksha,"Nashik, Maharashtra, India",,22/09/2020,/05393a23-1a66-45fd-a4d0-cb8011843bdb/26868.JPG,19.9974533,73.7898023,16/09/2020,species,Castalius rosimon (Fabricius 1775),Common Pierrot:English,MAHARASHTRA,Nashik,September
15810062,Pratiksha,"Nashik, Maharashtra, India",,22/09/2020,/e856e6bc-5ab4-4bbc-8394-0bfe3f134bc3/26862.JPG,19.9974533,73.7898023,16/09/2020,species,Euchrysops cnejus (Fabricius 1798),Gram Blue:English,MAHARASHTRA,Nashik,September
15810042,Pratiksha,"Nashik, Maharashtra, India",,22/09/2020,/02ae99a6-e8a6-48a1-88c4-8c95b42f1a66/26860.JPG,19.9974533,73.7898023,16/09/2020,species,Junonia orithya Linnaeus 1764,Blue Pansy:English,MAHARASHTRA,Nashik,September
15738366,pooja kothule,"Nashik, Maharashtra, India",,19/09/2020,/d3d8da03-1bea-4442-bec1-3824bdf0cfbb/24229.jpg,19.9974533,73.7898023,18/09/2020,species,Kallima horsfieldii Kollar 1848,Blue Oakleaf:English,MAHARASHTRA,Nashik,September
15649249,Pratiksha,"Nashik, Maharashtra, India",,16/09/2020,/a8d0a1a5-2bc9-4954-ad5e-dc187070c024/20689.JPG,19.9974533,73.7898023,15/09/2020,species,Parantica aglea Stoll 1781,Glassy Tiger:English,MAHARASHTRA,Nashik,September
15649077,Pratiksha,"Nashik, Maharashtra, India",,16/09/2020,/93f7dc91-90f0-4b90-866f-a9907e3ad943/20673.JPG,19.9974533,73.7898023,15/09/2020,species,Eurema hecabe (Linnaeus 1758),Common Grass Yellow:English,MAHARASHTRA,Nashik,September
15648872,Pratiksha,"Nashik, Maharashtra, India",,16/09/2020,/22597bd2-05cd-4641-8a11-5efd5bfdb64b/20650.JPG,19.9974533,73.7898023,15/09/2020,species,Pareronia valeria (Cramer (1776)),Common Wanderer:English,MAHARASHTRA,Nashik,September
15648829,Pratiksha,"Nashik, Maharashtra, India",,16/09/2020,/d35f1341-e6e0-4e46-bcac-d9ed22c23292/20645.JPG,19.9974533,73.7898023,15/09/2020,species,Ypthima huebneri Kirby 1871,Common Four Ring:English,MAHARASHTRA,Nashik,September
15648800,Pratiksha,"Nashik, Maharashtra, India",,16/09/2020,/7ad4808e-eba9-4e79-bd8f-117cac04490c/20640.JPG,19.9974533,73.7898023,15/09/2020,species,Papilio polytes Linnaeus 1758,Common Mormon:English,MAHARASHTRA,Nashik,September
15648783,Pratiksha,"Nashik, Maharashtra, India",,16/09/2020,/2c563fc2-4756-44d4-a0b2-70d23ed2bc56/20638.JPG,19.9974533,73.7898023,15/09/2020,species,Hypolimnas bolina Linnaeus 1758,Great Eggfly:English,MAHARASHTRA,Nashik,September
15648712,Pratiksha,"Nashik, Maharashtra, India",,16/09/2020,/ea6ae863-410d-41b7-a9e6-31eed21b3f1f/20631.JPG,19.9974533,73.7898023,15/09/2020,species,Neptis hylas Linnaeus 1758,Common Sailer:English,MAHARASHTRA,Nashik,September
15648631,Pratiksha,"Nashik, Maharashtra, India",,16/09/2020,/b67b27f4-c175-4570-b8b2-2e0d7c49a424/20622.JPG,19.9974533,73.7898023,14/09/2020,species,Mycalesis perseus Fabricius 1775,Common Bushbrown:English,MAHARASHTRA,Nashik,September
15656010,Akshay Patil,"Nagarsul, Maharashtra 423403, India",,16/09/2020,/da8e120c-8d1f-49b6-a88c-20441a390e34/21094.JPG,20.10338875,74.54703355,13/09/2020,species,Euploea core Cramer 1780,Common Indian Crow:English,MAHARASHTRA,Nashik,September
15810532,Pratiksha,"Nashik, Maharashtra, India",,22/09/2020,/785011e5-4471-4a06-9d70-a68be56e0b3d/26902.JPG,20.111,73.745,16/09/2020,species,Euploea core Cramer 1780,,MAHARASHTRA,Nashik,September
17792018,Saduram Madavi,"Kharkadi, Maharashtra 442606, India",,02/10/2022,/0486bc53-5ebf-4424-b95c-29b44611e9d1/2715751747de4a53bd52103d89bb3782.jpg,20.2573509,80.3408061,24/09/2022,species,Pachliopta hector (Linnaeus 1758),गोंडी नाव - गेडा पापे :English,MAHARASHTRA,Gadchiroli,September
17789919,Saduram Madavi,"Kharkadi, Maharashtra 442606, India",,30/09/2022,/63b520a5-9161-4c9e-ab7f-4b886c9f68e7/3afc0864c885411a834a2cf64f16d916.jpg,20.2573509,80.3408061,24/09/2022,species,Pachliopta hector (Linnaeus 1758),गोंडी नाव - पापे :English,MAHARASHTRA,Gadchiroli,September
15611076,Ayush Parag,"NISER, Bhubaneswar, Odisha 751013, India",,15/09/2020,/00dad3d2-790a-470d-b0b8-7e5522573a39/19559.jpeg,20.3080597,85.8309878,15/09/2020,species,Hypolimnas bolina Linnaeus 1758,Blue Moon Butterfly:English,ODISHA,Khordha,September
16731588,Dharmendra Padhiyar,"Panas, Gujarat 396126",,18/09/2021,/1bdbb375-c031-4012-ae6a-5cf15531865b/f4ba03a96fee4dd9ade80dd517bab8a1.jpg,20.4275773,73.1497121,26/09/2020,species,Neptis hylas Linnaeus 1758,Common sailor:English,GUJARAT,Valsad,September
17772060,Rajat Patel,"P29Q+98, Dhodiyawad, Tejlav, Gujarat 396521, India",,27/09/2022,/0ea620a0-8c9f-457b-86ca-4cf90216f0c3/6b3311c96a304508877c42f61e7e5a52.jpg,20.7183,73.0383,19/09/2022,species,Papilio polytes Linnaeus 1758,Common Mormon:English,GUJARAT,Navsari,September
16702476,Rajat Patel,"Unnamed Road, Dhodiyawad, Tejlav, Gujarat 396521, India",,12/09/2021,/3be8c301-bb6f-46ec-851e-203d7d8dbf05/0846129da86047d0afde4fce8d6381ad.jpg,20.7183,73.0383,09/09/2021,species,Euploea core Cramer 1780,Common Crow:English,GUJARAT,Navsari,September
15927497,Rajat Patel,"Unnamed Road, Dhodiyawad, Tejlav, Gujarat 396521, India",,30/09/2020,/3abf2706-55ff-429a-96b9-498d128012d3/34077.jpg,20.71834444,73.03836667,17/09/2020,species,Euchrysops cnejus (Fabricius 1798),,GUJARAT,Navsari,September
15927833,Rajat Patel,"Patel Faliya, Chimla, Dhodiyawad, Gujarat 396521, India",,30/09/2020,/b4b8f111-82d2-400f-8640-9564276dae2c/34099.jpg,20.71836944,73.03836389,07/09/2020,species,Euploea core Cramer 1780,,GUJARAT,Navsari,September
15933337,Rajat Patel,"Patel faliya, chimla, dhodiyawad, gujarat 396521, india ",,30/09/2020,/803baabe-84d6-45d4-851d-2a0da5e89b25/34639.jpg,20.71838434,73.03833663,29/09/2020,species,Ypthima baldus Fabricius 1775,,GUJARAT,Navsari,September
15934831,Rajat Patel,"Patel faliya, chimla, dhodiyawad, gujarat 396521, india ",,30/09/2020,/5d509de6-3fb3-4c06-96f2-23d7c0684fc6/34798.jpg,20.71839336,73.03832207,05/09/2018,species,Catopsilia pyranthe (Linnaeus 1758),,GUJARAT,Navsari,September
16693681,Rajat Patel,"Unnamed Road, Dhodiyawad, Tejlav, Gujarat 396521, India",,09/09/2021,/e5f3edef-5dba-4003-aaec-987438ebce16/e024be46652e45d79d123f2eecd01691.jpg,20.71839738,73.03834339,08/09/2021,species,Euploea core Cramer 1780,Common Crow:English,GUJARAT,Navsari,September
17790365,Rajat Patel,"P29Q+98, Dhodiyawad, Tejlav, Gujarat 396521, India",,30/09/2022,/cd839c55-745b-4ccc-9701-29764e623f19/b2dc46fd883a4a2aad8aaee41b5ec1a4.jpg,20.7184,73.0383,29/09/2022,species,Euploea core Cramer 1780,Common Crow:English,GUJARAT,Navsari,September
17789743,Rajat Patel,"P29Q+98, Dhodiyawad, Tejlav, Gujarat 396521, India",,30/09/2022,/d2cf67d1-c2ca-41c3-9106-67273460941a/c3ed370262964cdb9fc7f407b379f2ae.jpg,20.7184,73.0383,29/09/2022,species,Euploea core Cramer 1780,Common Crow:English,GUJARAT,Navsari,September
17787432,Rajat Patel,"P29Q+98, Dhodiyawad, Tejlav, Gujarat 396521, India",,30/09/2022,/1551500f-bf69-426f-82f4-54435fe1c8c2/a248ae53f040478b976d3cb94b5e7318.jpg,20.7184,73.0383,27/09/2022,species,Melanitis leda Linnaeus 1758,Common Evening Brown:English,GUJARAT,Navsari,September
17787346,Rajat Patel,"P29Q+98, Dhodiyawad, Tejlav, Gujarat 396521, India",,30/09/2022,/3384dbdd-ea68-4ed1-a199-b2e7f9856670/83d09b01528746749836da0ceb9fbc05.jpg,20.7184,73.0384,29/09/2022,species,Papilio polytes Linnaeus 1758,Common Mormon:English,GUJARAT,Navsari,September
17787151,Rajat Patel,"P29Q+98, Dhodiyawad, Tejlav, Gujarat 396521, India",,30/09/2022,/bb57c39a-adf2-4e92-9e7a-9779d86506c4/71ea5ab979fb4637b86901801061c333.jpg,20.7184,73.0384,29/09/2022,species,Papilio polytes Linnaeus 1758,Common Mormon:English,GUJARAT,Navsari,September
17787024,Rajat Patel,"P29Q+98, Dhodiyawad, Tejlav, Gujarat 396521, India",,30/09/2022,/38bd5f58-9978-4043-9e72-d88149a3884c/3a8fcce3b4ff47668bdd76f7af9c1e59.jpg,20.7184,73.0384,29/09/2022,species,Papilio polytes Linnaeus 1758,Common Mormon:English,GUJARAT,Navsari,September
17787006,Rajat Patel,"P29Q+98, Dhodiyawad, Tejlav, Gujarat 396521, India",,30/09/2022,/b6d9c9cf-61c5-4008-aafd-2a8a1be4601d/332c8315a82b435c9fa2649d00b0ec42.jpg,20.7184,73.0384,29/09/2022,species,Papilio polytes Linnaeus 1758,Common Mormon:English,GUJARAT,Navsari,September
17772245,Rajat Patel,"P29Q+98, Dhodiyawad, Tejlav, Gujarat 396521, India",,27/09/2022,/2b02b95b-354d-4672-9fd7-32ffd3362ae6/a8360aab17074e0eada9a043f291af58.jpg,20.7184,73.0383,23/09/2022,species,Papilio polytes Linnaeus 1758,Common Mormon:English,GUJARAT,Navsari,September
17772227,Rajat Patel,"P29Q+98, Dhodiyawad, Tejlav, Gujarat 396521, India",,27/09/2022,/46999d7f-3cc4-4a9f-b2dc-e19055da66b3/cd66b876d4b0426f97cf5bf5644ba7d9.jpg,20.7184,73.0383,23/09/2022,species,Papilio polytes Linnaeus 1758,Common Mormon:English,GUJARAT,Navsari,September
17772209,Rajat Patel,"P29Q+98, Dhodiyawad, Tejlav, Gujarat 396521, India",,27/09/2022,/050056f5-4231-4592-a18d-8eb00b2b3a57/73f0f6a2cc1d44d4a83239e8646fc433.jpg,20.7184,73.0383,23/09/2022,species,Papilio polytes Linnaeus 1758,Common Mormon:English,GUJARAT,Navsari,September
17772189,Rajat Patel,"P29Q+98, Dhodiyawad, Tejlav, Gujarat 396521, India",,27/09/2022,/fc667c79-70a1-4d4a-a729-6571beec667c/4b2078052e3a46b4bed5bba6c90370ce.jpg,20.7184,73.0383,23/09/2022,species,Chilades lajus,Lime Blue:English,GUJARAT,Navsari,September
17772158,Rajat Patel,"P29Q+98, Dhodiyawad, Tejlav, Gujarat 396521, India",,27/09/2022,/3177b999-876b-4138-8022-8c3d6066ca9a/ce23265675c94c768505641fdc5cd4dd.jpg,20.7184,73.0383,24/09/2022,species,Melanitis leda Linnaeus 1758,Common Evening Brown:English,GUJARAT,Navsari,September
17720828,Rajat Patel,"P29Q+98, Dhodiyawad, Tejlav, Gujarat 396521, India",,14/09/2022,/d37a51c8-b014-4840-8718-d8178e2cffc7/750a8e0eb8cd407eb89ce710894a507e.jpg,20.7184,73.0383,03/09/2022,species,Euploea core Cramer 1780,Common Crow:English,GUJARAT,Navsari,September
17718857,Rajat Patel,"P29Q+98, Dhodiyawad, Tejlav, Gujarat 396521, India",,14/09/2022,/6ff80af0-f907-4e22-8dca-6ed09186cdcd/99f73378d12547cfb902844663f0930d.jpg,20.7184,73.0383,10/09/2022,species,Chilades lajus,Lime Blue:English,GUJARAT,Navsari,September
17718839,Rajat Patel,"P29Q+98, Dhodiyawad, Tejlav, Gujarat 396521, India",,14/09/2022,/84f050fd-0041-4695-903f-75f7c26c2979/90fdc11ac3aa4a2bb96e41d203af34dc.jpg,20.7184,73.0383,10/09/2022,species,Chilades lajus,Lime Blue:English,GUJARAT,Navsari,September
16693698,Rajat Patel,"Unnamed Road, Dhodiyawad, Tejlav, Gujarat 396521, India",,09/09/2021,/08bfe1ee-4822-4280-aa62-a84dd16176d2/29e37359ec6947409a1d5439021b1288.jpg,20.71840239,73.03832833,08/09/2021,species,Euploea core Cramer 1780,Common Crow:English,GUJARAT,Navsari,September
15927026,Rajat Patel,"Unnamed Road, Dhodiyawad, Tejlav, Gujarat 396521, India",,30/09/2020,/5855388e-889f-4690-908d-e1acc31cd400/34026.jpg,20.71848611,73.03830556,23/09/2020,species,Papilio polytes Linnaeus 1758,,GUJARAT,Navsari,September
17720885,Rajat Patel,"P29Q+98, Dhodiyawad, Tejlav, Gujarat 396521, India",,14/09/2022,/b33e0569-b1d5-46be-b266-9e1d250cf283/928cfd3558c747f5af32b535cc4e83f2.jpg,20.7185,73.0383,01/09/2022,species,Melanitis leda Linnaeus 1758,Common Evening Brown:English,GUJARAT,Navsari,September
15928471,Rajat Patel,"Unnamed Road, Dhodiyawad, Tejlav, Gujarat 396521, India",,30/09/2020,/a5d56de1-b9f2-419d-bff6-390bb83f1c59/34147.jpg,20.71851667,73.03830556,19/09/2020,species,Papilio polymnestor Cramer (1775),,GUJARAT,Navsari,September
15926778,Rajat Patel,"Unnamed Road, Dhodiyawad, Tejlav, Gujarat 396521, India",,30/09/2020,/b1225b91-0a9a-4ac7-b831-52c0d405a40d/34002.jpg,20.71854722,73.03831111,29/09/2020,species,Papilio polytes Linnaeus 1758,,GUJARAT,Navsari,September
15928824,Rajat Patel,"Patel Faliya, Chimla, Dhodiyawad, Gujarat 396521, India",,30/09/2020,/4049afa7-3bd9-462b-aaa0-196666c1872d/34182.jpg,20.71855,73.03834444,08/09/2020,species,Euploea core Cramer 1780,,GUJARAT,Navsari,September
15928524,Rajat Patel,"Unnamed Road, Dhodiyawad, Tejlav, Gujarat 396521, India",,30/09/2020,/bac2f677-64d5-47d9-850f-7715553d130d/34151.jpg,20.71855556,73.03828889,09/09/2020,species,Euploea core Cramer 1780,,GUJARAT,Navsari,September
15934113,Rajat Patel,"Patel faliya, chimla, dhodiyawad, gujarat 396521, india ",,30/09/2020,/125a503e-ade5-4961-9b9b-85c9cfeccb0f/34722.jpg,20.71856441,73.03826998,30/09/2018,species,Papilio polytes Linnaeus 1758,,GUJARAT,Navsari,September
15934879,Rajat Patel,"Patel faliya, chimla, dhodiyawad, gujarat 396521, india ",,30/09/2020,/6944268e-2c8e-4265-b7f2-2e230ec699af/34803.jpg,20.71857722,73.03830171,09/09/2018,species,Papilio polytes Linnaeus 1758,,GUJARAT,Navsari,September
15927283,Rajat Patel,"Patel Faliya, Chimla, Dhodiyawad, Gujarat 396521, India",,30/09/2020,/0b45b2be-2430-4aae-a0d3-e5a5996a31d6/34056.jpg,20.71857778,73.03833056,20/09/2020,species,Euploea core Cramer 1780,,GUJARAT,Navsari,September
17720926,Rajat Patel,"P29Q+98, Dhodiyawad, Tejlav, Gujarat 396521, India",,14/09/2022,/e8b64dcb-ce07-48d1-a664-da8d31fedef6/e7bee78b095a48b6a0f33c5cd1f79587.jpg,20.7186,73.0383,01/09/2022,species,Euploea core Cramer 1780,Common Crow:English,GUJARAT,Navsari,September
15544576,Anouska Raut,"Mangalpur, Kusupanga, Odisha 759121, India",,11/09/2020,/024a4fce-7dc6-4bd3-96c6-fb082c997c33/17048.jpg,20.84649707,85.27920441,03/09/2020,species,Danaus chrysippus Linnaeus 1758,Plain Tiger:English,ODISHA,Dhenkanal,September
15544832,Anouska Raut,"Mangalpur, kusupanga, Dhenkanal, Odisha, India",,11/09/2020,/9e70e3c5-9c87-423f-a52c-2268f942a827/17068.jpg,20.84656288,85.27932696,03/09/2020,species,Eurema hecabe (Linnaeus 1758),Common Grass Yellow:English,ODISHA,Dhenkanal,September
15726443,RAUT PARAG CHHAGAN,"Pimpalner Bypass Rd, Sakri, Maharashtra 424304, India",,19/09/2020,/a22e99ed-a0bc-46de-9e7f-006e1af90510/23830.jpg,20.9846702,74.2957295,17/09/2020,species,Papilio polytes Linnaeus 1758,,MAHARASHTRA,Dhule,September
15509546,Revan yogesh chaudhari,"Jalgaon, Maharashtra, India",,08/09/2020,,20.98480978,75.56682441,07/09/2020,species,Eurema laeta (Boisduval 1836),Spotless Grass-yellow:English,MAHARASHTRA,Jalgaon,September
15776883,shailendra mahajan,"Girna Pumping Station, Savkhede Bk., Maharashtra 425002",,20/09/2020,/e8b31d82-e385-4336-a114-9c4b6942fa01/25791.JPG,20.9891973,75.5162965,12/09/2020,species,Euploea core Cramer 1780,Common Crow:English,MAHARASHTRA,Jalgaon,September
15774438,shailendra mahajan,"Jalgaon, Maharashtra, India",,20/09/2020,/4b0290e7-7a1a-4c13-a88a-51c380bfc2af/25785.JPG,21.0076578,75.5626039,12/09/2020,species,Ixias marianne (Cramer (1779)),White Orange-tip:English,MAHARASHTRA,Jalgaon,September
15771738,Imran Tadavi,"Jalgaon, Maharashtra, India",,20/09/2020,/d69b7e25-2dfd-4ba1-aed9-827b533ac0fe/25611.jpg,21.0076578,75.5626039,19/09/2020,species,Junonia lemonias Linnaeus 1758,,MAHARASHTRA,Jalgaon,September
15498835,Aditya,"Jalgaon, Maharashtra, India",,05/09/2020,/5e439aba-b992-4a6b-b219-673ab573ba3b/16165.jpg,21.0076578,75.5626039,01/09/2020,species,Euchrysops cnejus (Fabricius 1798),Gram Blue:English,MAHARASHTRA,Jalgaon,September
15498469,Aditya,"Jalgaon, Maharashtra, India",,04/09/2020,/d53f3d4c-3a41-412b-a8f1-c13339f1079e/16120.jpg,21.0076578,75.5626039,03/09/2020,species,Danaus chrysippus Linnaeus 1758,Plain Tiger:English,MAHARASHTRA,Jalgaon,September
269758,Ierene Francis,Bangalore ,,30/10/2012,/acbd4811-23d8-447a-ae6c-19240038ad4c/Red_Pierrot_(1).JPG,21.06999969,79.26999664,14/09/2012,species,Talicada nyseus (Guérin-Méneville (1843)),Red Pierrot:English,MAHARASHTRA,Nagpur,September
269757,Ierene Francis,Bangalore ,,30/10/2012,/4d880ab1-c114-473e-b589-f991fbf60555/P8234539.JPG,21.06999969,79.26999664,06/09/2012,species,Lampides boeticus (Linnaeus 1767),,MAHARASHTRA,Nagpur,September
16952502,Dharmendra Padhiyar,"Unnamed Road, Gaviyer, Surat, Gujarat 395007",,05/10/2021,/6778a3c2-6ea0-48bf-be04-d54bba333f80/fede225078b6491495b6ac4649806924.jpg,21.1258506,72.7339448,19/09/2020,species,Charaxes solon Fabricius 1793,Black Rajah:English,GUJARAT,Surat,September
16764159,Dharmendra Padhiyar,"Unnamed Road, Gaviyer, Surat, Gujarat 395007",,27/09/2021,/b8f7f05a-e7a3-4483-8100-698a9c94cd38/72428253e96e4fd1ba9d613b2ff0ab0e.jpg,21.1258506,72.7339448,19/09/2020,species,Tajuria cippus (Fabricius 1798),Peacock Royal:English,GUJARAT,Surat,September
16465548,Dharmendra Padhiyar,"Unnamed Road, Gaviyer, Surat, Gujarat 395007",,15/06/2021,/680b4f81-6594-4a8f-a591-24ca63b7d44b/d583e277e98f42ac8eb04d73e72b7a14.jpg,21.1258506,72.7339448,19/09/2020,species,Euploea core Cramer 1780,Common Crow:English,GUJARAT,Surat,September
